Response_ID,Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
656,07_2015,CO,61314,Between 100 and 299,27
657,07_2015,CO,61315,Fewer than 100,28
658,07_2015,CO,61316,Fewer than 100,40
659,07_2015,CO,61317,Not Available,Not Available
660,07_2015,CO,61318,Not Available,Not Available
661,07_2015,CO,61319,Not Available,Not Available
662,07_2015,CO,61320,Between 100 and 299,30
663,07_2015,CO,61321,Fewer than 100,14
664,07_2015,CO,61322,Between 100 and 299,33
665,07_2015,CO,61323,Not Available,Not Available
666,07_2015,CO,61324,Between 100 and 299,32
667,07_2015,CO,61325,Fewer than 100,20
668,07_2015,CO,61326,Between 100 and 299,35
669,07_2015,CO,61327,Between 100 and 299,32
670,07_2015,CO,61328,Not Available,Not Available
671,07_2015,CO,63301,Not Available,Not Available
672,07_2015,CT,70002,300 or more,31
673,07_2015,CT,70003,300 or more,33
674,07_2015,CT,70004,300 or more,29
675,07_2015,CT,70005,300 or more,26
676,07_2015,CT,70006,300 or more,28
677,07_2015,CT,70007,300 or more,29
678,07_2015,CT,70008,300 or more,32
679,07_2015,CT,70010,300 or more,25
680,07_2015,CT,70011,300 or more,31
681,07_2015,CT,70012,Between 100 and 299,28
682,07_2015,CT,70016,300 or more,24
683,07_2015,CT,70017,300 or more,27
684,07_2015,CT,70018,300 or more,33
685,07_2015,CT,70019,300 or more,34
686,07_2015,CT,70020,300 or more,35
687,07_2015,CT,70021,300 or more,31
688,07_2015,CT,70022,300 or more,28
689,07_2015,CT,70024,300 or more,32
690,07_2015,CT,70025,300 or more,32
691,07_2015,CT,70027,300 or more,28
692,07_2015,CT,70028,300 or more,25
693,07_2015,CT,70029,300 or more,28
694,07_2015,CT,70031,300 or more,26
695,07_2015,CT,70033,300 or more,30
696,07_2015,CT,70034,300 or more,26
697,07_2015,CT,70035,300 or more,25
698,07_2015,CT,70036,300 or more,28
699,07_2015,CT,70039,Fewer than 100,21
700,07_2015,CT,70040,Fewer than 100,35
701,07_2015,CT,73300,Not Available,Not Available
702,07_2015,DE,80001,300 or more,27
703,07_2015,DE,80003,300 or more,18
704,07_2015,DE,80004,300 or more,27
705,07_2015,DE,80006,300 or more,25
706,07_2015,DE,80007,300 or more,38
707,07_2015,DE,80009,300 or more,23
708,07_2015,DC,90001,300 or more,22
709,07_2015,DC,90003,300 or more,17
710,07_2015,DC,90004,300 or more,32
711,07_2015,DC,90005,300 or more,34
712,07_2015,DC,90006,300 or more,27
713,07_2015,DC,90008,300 or more,10
714,07_2015,DC,90011,300 or more,30
715,07_2015,DC,93300,Not Available,Not Available
716,07_2015,FL,100001,300 or more,27
717,07_2015,FL,100002,300 or more,27
718,07_2015,FL,100006,300 or more,18
719,07_2015,FL,100007,300 or more,24
720,07_2015,FL,100008,300 or more,21
721,07_2015,FL,100009,300 or more,20
722,07_2015,FL,100012,300 or more,33
723,07_2015,FL,100014,300 or more,33
724,07_2015,FL,100017,300 or more,30
725,07_2015,FL,100018,300 or more,33
726,07_2015,FL,100019,300 or more,34
727,07_2015,FL,100022,300 or more,22
728,07_2015,FL,100023,300 or more,28
729,07_2015,FL,100025,300 or more,34
730,07_2015,FL,100026,300 or more,32
731,07_2015,FL,100028,300 or more,29
732,07_2015,FL,100029,300 or more,31
733,07_2015,FL,100030,300 or more,18
734,07_2015,FL,100032,300 or more,22
735,07_2015,FL,100034,300 or more,21
736,07_2015,FL,100035,300 or more,26
737,07_2015,FL,100038,300 or more,21
738,07_2015,FL,100039,300 or more,15
739,07_2015,FL,100040,300 or more,28
740,07_2015,FL,100043,300 or more,30
741,07_2015,FL,100044,300 or more,30
742,07_2015,FL,100045,300 or more,27
743,07_2015,FL,100046,300 or more,28
744,07_2015,FL,100047,300 or more,40
745,07_2015,FL,100048,Between 100 and 299,35
746,07_2015,FL,100049,300 or more,28
747,07_2015,FL,100050,300 or more,20
748,07_2015,FL,100051,300 or more,23
749,07_2015,FL,100052,300 or more,27
750,07_2015,FL,100053,300 or more,33
751,07_2015,FL,100054,300 or more,32
752,07_2015,FL,100055,300 or more,28
753,07_2015,FL,100057,300 or more,28
754,07_2015,FL,100062,300 or more,30
755,07_2015,FL,100063,300 or more,26
756,07_2015,FL,100067,300 or more,27
757,07_2015,FL,100068,300 or more,33
758,07_2015,FL,100069,300 or more,28
759,07_2015,FL,100070,300 or more,41
760,07_2015,FL,100071,300 or more,24
761,07_2015,FL,100072,300 or more,26
762,07_2015,FL,100073,300 or more,29
763,07_2015,FL,100075,300 or more,22
764,07_2015,FL,100077,300 or more,33
765,07_2015,FL,100080,300 or more,28
766,07_2015,FL,100081,Between 100 and 299,18
767,07_2015,FL,100084,300 or more,34
768,07_2015,FL,100086,300 or more,22
769,07_2015,FL,100087,300 or more,38
770,07_2015,FL,100088,300 or more,23
771,07_2015,FL,100090,300 or more,26
772,07_2015,FL,100092,300 or more,26
773,07_2015,FL,100093,300 or more,34
774,07_2015,FL,100099,300 or more,31
775,07_2015,FL,100102,300 or more,15
776,07_2015,FL,100105,300 or more,27
777,07_2015,FL,100106,Between 100 and 299,24
778,07_2015,FL,100107,300 or more,24
779,07_2015,FL,100109,300 or more,30
780,07_2015,FL,100110,300 or more,28
781,07_2015,FL,100113,300 or more,23
782,07_2015,FL,100117,300 or more,28
783,07_2015,FL,100118,300 or more,34
784,07_2015,FL,100121,300 or more,26
785,07_2015,FL,100122,300 or more,31
786,07_2015,FL,100124,300 or more,23
787,07_2015,FL,100125,300 or more,13
788,07_2015,FL,100126,300 or more,27
789,07_2015,FL,100127,300 or more,32
790,07_2015,FL,100128,300 or more,26
791,07_2015,FL,100130,300 or more,38
792,07_2015,FL,100131,300 or more,26
793,07_2015,FL,100132,300 or more,23
794,07_2015,FL,100135,300 or more,26
795,07_2015,FL,100137,300 or more,29
796,07_2015,FL,100140,300 or more,23
797,07_2015,FL,100142,300 or more,22
798,07_2015,FL,100150,300 or more,24
799,07_2015,FL,100151,300 or more,35
800,07_2015,FL,100154,300 or more,23
801,07_2015,FL,100156,300 or more,32
802,07_2015,FL,100157,300 or more,26
803,07_2015,FL,100161,300 or more,27
804,07_2015,FL,100166,300 or more,34
805,07_2015,FL,100167,300 or more,25
806,07_2015,FL,100168,300 or more,36
807,07_2015,FL,100173,300 or more,23
808,07_2015,FL,100175,300 or more,32
809,07_2015,FL,100176,300 or more,42
810,07_2015,FL,100177,300 or more,34
811,07_2015,FL,100179,300 or more,28
812,07_2015,FL,100180,300 or more,23
813,07_2015,FL,100181,Between 100 and 299,11
814,07_2015,FL,100183,300 or more,29
815,07_2015,FL,100187,300 or more,31
816,07_2015,FL,100189,300 or more,27
817,07_2015,FL,100191,300 or more,29
818,07_2015,FL,100200,300 or more,20
819,07_2015,FL,100204,300 or more,31
820,07_2015,FL,100206,300 or more,23
821,07_2015,FL,100209,300 or more,24
822,07_2015,FL,100211,300 or more,30
823,07_2015,FL,100212,300 or more,33
824,07_2015,FL,100213,300 or more,31
825,07_2015,FL,100217,300 or more,38
826,07_2015,FL,100220,300 or more,31
827,07_2015,FL,100223,300 or more,29
828,07_2015,FL,100224,300 or more,27
829,07_2015,FL,100226,300 or more,28
830,07_2015,FL,100228,300 or more,27
831,07_2015,FL,100230,300 or more,24
832,07_2015,FL,100231,300 or more,33
833,07_2015,FL,100232,300 or more,29
834,07_2015,FL,100234,300 or more,26
835,07_2015,FL,100236,300 or more,35
836,07_2015,FL,100238,300 or more,28
837,07_2015,FL,100239,300 or more,28
838,07_2015,FL,100240,Fewer than 100,38
839,07_2015,FL,100242,300 or more,31
840,07_2015,FL,100243,300 or more,27
841,07_2015,FL,100244,300 or more,35
842,07_2015,FL,100246,300 or more,27
843,07_2015,FL,100248,300 or more,30
844,07_2015,FL,100249,300 or more,34
845,07_2015,FL,100252,300 or more,28
846,07_2015,FL,100253,300 or more,27
847,07_2015,FL,100254,300 or more,28
848,07_2015,FL,100255,300 or more,23
849,07_2015,FL,100256,300 or more,29
850,07_2015,FL,100258,300 or more,40
851,07_2015,FL,100259,300 or more,31
852,07_2015,FL,100260,300 or more,31
853,07_2015,FL,100264,300 or more,35
854,07_2015,FL,100265,300 or more,32
855,07_2015,FL,100266,300 or more,41
856,07_2015,FL,100267,300 or more,32
857,07_2015,FL,100268,300 or more,32
858,07_2015,FL,100269,300 or more,25
859,07_2015,FL,100275,300 or more,21
860,07_2015,FL,100276,300 or more,17
861,07_2015,FL,100277,Fewer than 100,12
862,07_2015,FL,100281,300 or more,23
863,07_2015,FL,100284,300 or more,21
864,07_2015,FL,100285,300 or more,21
865,07_2015,FL,100286,300 or more,38
866,07_2015,FL,100287,300 or more,36
867,07_2015,FL,100288,300 or more,35
868,07_2015,FL,100289,300 or more,30
869,07_2015,FL,100290,300 or more,43
870,07_2015,FL,100291,300 or more,28
871,07_2015,FL,100292,300 or more,34
872,07_2015,FL,100296,300 or more,24
873,07_2015,FL,100299,300 or more,34
874,07_2015,FL,100302,300 or more,25
875,07_2015,FL,100307,300 or more,28
876,07_2015,FL,100313,Between 100 and 299,36
877,07_2015,FL,100314,300 or more,19
878,07_2015,FL,100315,300 or more,44
879,07_2015,FL,100316,300 or more,31
880,07_2015,FL,100319,300 or more,31
881,07_2015,FL,100320,300 or more,30
882,07_2015,FL,100321,300 or more,30
883,07_2015,FL,100322,Not Available,Not Available
884,07_2015,FL,101300,Fewer than 100,27
885,07_2015,FL,101301,Not Available,Not Available
886,07_2015,FL,101302,Not Available,Not Available
887,07_2015,FL,101303,Not Available,Not Available
888,07_2015,FL,101304,Not Available,Not Available
889,07_2015,FL,101305,Not Available,Not Available
890,07_2015,FL,101307,Not Available,Not Available
891,07_2015,FL,101308,Between 100 and 299,25
892,07_2015,FL,101309,Fewer than 100,18
893,07_2015,FL,101310,Not Available,Not Available
894,07_2015,FL,101311,Fewer than 100,21
895,07_2015,FL,101312,Between 100 and 299,27
896,07_2015,FL,101313,Between 100 and 299,33
897,07_2015,GA,110001,300 or more,23
898,07_2015,GA,110002,300 or more,22
899,07_2015,GA,110003,300 or more,16
900,07_2015,GA,110004,300 or more,24
901,07_2015,GA,110005,300 or more,26
902,07_2015,GA,110006,300 or more,35
903,07_2015,GA,110007,300 or more,22
904,07_2015,GA,110008,300 or more,31
905,07_2015,GA,110010,300 or more,29
906,07_2015,GA,110011,300 or more,25
907,07_2015,GA,110015,300 or more,18
908,07_2015,GA,110016,300 or more,18
909,07_2015,GA,110018,300 or more,32
910,07_2015,GA,110023,300 or more,23
911,07_2015,GA,110024,300 or more,22
912,07_2015,GA,110025,300 or more,24
913,07_2015,GA,110026,Between 100 and 299,23
914,07_2015,GA,110027,Between 100 and 299,25
915,07_2015,GA,110028,300 or more,22
916,07_2015,GA,110029,300 or more,29
917,07_2015,GA,110030,300 or more,32
918,07_2015,GA,110031,300 or more,37
919,07_2015,GA,110032,300 or more,29
920,07_2015,GA,110034,300 or more,14
921,07_2015,GA,110035,300 or more,26
922,07_2015,GA,110036,300 or more,28
923,07_2015,GA,110038,300 or more,27
924,07_2015,GA,110039,300 or more,31
925,07_2015,GA,110040,Between 100 and 299,28
926,07_2015,GA,110041,300 or more,30
927,07_2015,GA,110042,300 or more,24
928,07_2015,GA,110043,300 or more,30
929,07_2015,GA,110044,300 or more,19
930,07_2015,GA,110045,300 or more,19
931,07_2015,GA,110046,300 or more,24
932,07_2015,GA,110050,Fewer than 100,22
933,07_2015,GA,110051,300 or more,40
934,07_2015,GA,110054,300 or more,19
935,07_2015,GA,110064,300 or more,15
936,07_2015,GA,110069,300 or more,35
937,07_2015,GA,110071,Between 100 and 299,25
938,07_2015,GA,110073,Between 100 and 299,20
939,07_2015,GA,110074,300 or more,24
940,07_2015,GA,110075,300 or more,20
941,07_2015,GA,110076,300 or more,17
942,07_2015,GA,110078,300 or more,23
943,07_2015,GA,110079,300 or more,14
944,07_2015,GA,110082,300 or more,34
945,07_2015,GA,110083,300 or more,29
946,07_2015,GA,110086,Between 100 and 299,27
947,07_2015,GA,110087,300 or more,21
948,07_2015,GA,110089,Between 100 and 299,18
949,07_2015,GA,110091,300 or more,30
950,07_2015,GA,110092,Between 100 and 299,26
951,07_2015,GA,110095,300 or more,19
952,07_2015,GA,110100,Between 100 and 299,26
953,07_2015,GA,110101,Fewer than 100,23
954,07_2015,GA,110104,300 or more,16
955,07_2015,GA,110105,300 or more,20
956,07_2015,GA,110107,300 or more,26
957,07_2015,GA,110109,Between 100 and 299,32
958,07_2015,GA,110111,Between 100 and 299,39
959,07_2015,GA,110113,Fewer than 100,28
960,07_2015,GA,110115,300 or more,33
961,07_2015,GA,110121,Between 100 and 299,30
962,07_2015,GA,110122,300 or more,34
963,07_2015,GA,110124,300 or more,15
964,07_2015,GA,110125,300 or more,31
965,07_2015,GA,110128,300 or more,30
966,07_2015,GA,110129,300 or more,29
967,07_2015,GA,110130,Between 100 and 299,13
968,07_2015,GA,110132,300 or more,26
969,07_2015,GA,110135,Between 100 and 299,33
970,07_2015,GA,110142,Between 100 and 299,25
971,07_2015,GA,110143,300 or more,18
972,07_2015,GA,110146,300 or more,21
973,07_2015,GA,110150,300 or more,31
974,07_2015,GA,110153,Between 100 and 299,36
975,07_2015,GA,110161,300 or more,24
976,07_2015,GA,110164,300 or more,32
977,07_2015,GA,110165,300 or more,14
978,07_2015,GA,110168,300 or more,39
979,07_2015,GA,110177,300 or more,32
980,07_2015,GA,110183,Between 100 and 299,15
981,07_2015,GA,110184,300 or more,21
982,07_2015,GA,110187,Between 100 and 299,33
983,07_2015,GA,110189,300 or more,40
984,07_2015,GA,110190,Fewer than 100,12
985,07_2015,GA,110191,300 or more,20
986,07_2015,GA,110192,300 or more,27
987,07_2015,GA,110194,Between 100 and 299,19
988,07_2015,GA,110198,300 or more,36
989,07_2015,GA,110200,300 or more,50
990,07_2015,GA,110201,300 or more,34
991,07_2015,GA,110205,Between 100 and 299,32
992,07_2015,GA,110209,Not Available,Not Available
993,07_2015,GA,110215,300 or more,26
994,07_2015,GA,110225,300 or more,25
995,07_2015,GA,110226,300 or more,12
996,07_2015,GA,110229,300 or more,21
997,07_2015,GA,110230,300 or more,28
998,07_2015,GA,110233,Between 100 and 299,26
999,07_2015,GA,110234,Fewer than 100,18
1000,07_2015,GA,111300,Not Available,Not Available
1001,07_2015,GA,111302,Not Available,Not Available
1002,07_2015,GA,111303,Not Available,Not Available
1003,07_2015,GA,111304,Fewer than 100,22
1004,07_2015,GA,111305,Fewer than 100,18
1005,07_2015,GA,111306,Fewer than 100,23
1006,07_2015,GA,111308,Fewer than 100,21
1007,07_2015,GA,111310,Fewer than 100,18
1008,07_2015,GA,111313,Between 100 and 299,25
1009,07_2015,GA,111314,Not Available,Not Available
1010,07_2015,GA,111316,Not Available,Not Available
1011,07_2015,GA,111318,Not Available,Not Available
1012,07_2015,GA,111319,Not Available,Not Available
1013,07_2015,GA,111320,Fewer than 100,22
1014,07_2015,GA,111324,Fewer than 100,40
1015,07_2015,GA,111325,Not Available,Not Available
1016,07_2015,GA,111326,Fewer than 100,25
1017,07_2015,GA,111327,Between 100 and 299,35
1018,07_2015,GA,111328,Not Available,Not Available
1019,07_2015,GA,111329,Not Available,Not Available
1020,07_2015,GA,111330,Fewer than 100,17
1021,07_2015,GA,111331,Fewer than 100,31
1022,07_2015,GA,111332,Fewer than 100,32
1023,07_2015,GA,111333,Fewer than 100,19
1024,07_2015,GA,111334,Not Available,Not Available
1025,07_2015,GA,111335,Between 100 and 299,17
1026,07_2015,GA,111336,Fewer than 100,19
1027,07_2015,HI,120001,300 or more,33
1028,07_2015,HI,120002,300 or more,27
1029,07_2015,HI,120004,300 or more,24
1030,07_2015,HI,120005,300 or more,19
1031,07_2015,HI,120006,300 or more,28
1032,07_2015,HI,120007,300 or more,40
1033,07_2015,HI,120011,300 or more,37
1034,07_2015,HI,120014,300 or more,27
1035,07_2015,HI,120019,300 or more,26
1036,07_2015,HI,120022,300 or more,38
1037,07_2015,HI,120026,300 or more,34
1038,07_2015,HI,120028,Between 100 and 299,27
1039,07_2015,HI,121300,Between 100 and 299,26
1040,07_2015,HI,121301,Not Available,Not Available
1041,07_2015,HI,121303,Not Available,Not Available
1042,07_2015,HI,121304,Not Available,Not Available
1043,07_2015,HI,121306,Not Available,Not Available
1044,07_2015,HI,121308,Not Available,Not Available
1045,07_2015,ID,130002,300 or more,33
1046,07_2015,ID,130003,300 or more,37
1047,07_2015,ID,130006,300 or more,36
1048,07_2015,ID,130007,300 or more,34
1049,07_2015,ID,130013,300 or more,31
1050,07_2015,ID,130014,300 or more,39
1051,07_2015,ID,130018,300 or more,36
1052,07_2015,ID,130025,300 or more,38
1053,07_2015,ID,130028,300 or more,34
1054,07_2015,ID,130049,300 or more,27
1055,07_2015,ID,130063,Between 100 and 299,51
1056,07_2015,ID,130065,300 or more,50
1057,07_2015,ID,130066,300 or more,58
1058,07_2015,ID,130067,Fewer than 100,45
1059,07_2015,ID,131301,Fewer than 100,36
1060,07_2015,ID,131302,Fewer than 100,38
1061,07_2015,ID,131303,Not Available,Not Available
1062,07_2015,ID,131304,Not Available,Not Available
1063,07_2015,ID,131305,Fewer than 100,37
1064,07_2015,ID,131307,Fewer than 100,39
1065,07_2015,ID,131308,Not Available,Not Available
1066,07_2015,ID,131309,Fewer than 100,35
1067,07_2015,ID,131310,Fewer than 100,27
1068,07_2015,ID,131311,Between 100 and 299,29
1069,07_2015,ID,131312,Between 100 and 299,44
1070,07_2015,ID,131313,Not Available,Not Available
1071,07_2015,ID,131314,Fewer than 100,36
1072,07_2015,ID,131315,Fewer than 100,31
1073,07_2015,ID,131316,Not Available,Not Available
1074,07_2015,ID,131317,Fewer than 100,34
1075,07_2015,ID,131318,Fewer than 100,18
1076,07_2015,ID,131319,Not Available,Not Available
1077,07_2015,ID,131320,Between 100 and 299,42
1078,07_2015,ID,131321,Between 100 and 299,41
1079,07_2015,ID,131322,Not Available,Not Available
1080,07_2015,ID,131323,Between 100 and 299,42
1081,07_2015,ID,131324,Fewer than 100,56
1082,07_2015,ID,131325,300 or more,28
1083,07_2015,ID,131326,300 or more,34
1084,07_2015,ID,131327,300 or more,32
1085,07_2015,ID,131328,300 or more,29
1086,07_2015,IL,140001,300 or more,35
1087,07_2015,IL,140002,300 or more,38
1088,07_2015,IL,140007,300 or more,30
1089,07_2015,IL,140008,300 or more,23
1090,07_2015,IL,140010,300 or more,29
1091,07_2015,IL,140011,300 or more,32
1092,07_2015,IL,140012,300 or more,33
1093,07_2015,IL,140013,300 or more,33
1094,07_2015,IL,140015,300 or more,34
1095,07_2015,IL,140018,300 or more,24
1096,07_2015,IL,140019,Fewer than 100,22
1097,07_2015,IL,140026,300 or more,32
1098,07_2015,IL,140029,300 or more,31
1099,07_2015,IL,140030,300 or more,31
1100,07_2015,IL,140032,300 or more,39
1101,07_2015,IL,140033,Not Available,Not Available
1102,07_2015,IL,140034,300 or more,24
1103,07_2015,IL,140040,300 or more,34
1104,07_2015,IL,140043,300 or more,33
1105,07_2015,IL,140046,300 or more,32
1106,07_2015,IL,140048,300 or more,17
1107,07_2015,IL,140049,300 or more,25
1108,07_2015,IL,140052,300 or more,29
1109,07_2015,IL,140053,300 or more,36
1110,07_2015,IL,140054,300 or more,30
1111,07_2015,IL,140058,300 or more,34
1112,07_2015,IL,140059,Between 100 and 299,34
1113,07_2015,IL,140062,300 or more,42
1114,07_2015,IL,140063,300 or more,25
1115,07_2015,IL,140064,300 or more,39
1116,07_2015,IL,140065,300 or more,34
1117,07_2015,IL,140067,300 or more,32
1118,07_2015,IL,140068,Between 100 and 299,8
1119,07_2015,IL,140077,Between 100 and 299,20
1120,07_2015,IL,140080,300 or more,27
1121,07_2015,IL,140082,300 or more,21
1122,07_2015,IL,140083,Fewer than 100,6
1123,07_2015,IL,140084,300 or more,24
1124,07_2015,IL,140088,300 or more,22
1125,07_2015,IL,140089,300 or more,40
1126,07_2015,IL,140091,300 or more,33
1127,07_2015,IL,140093,300 or more,30
1128,07_2015,IL,140095,300 or more,11
1129,07_2015,IL,140100,300 or more,33
1130,07_2015,IL,140101,300 or more,30
1131,07_2015,IL,140103,300 or more,8
1132,07_2015,IL,140110,300 or more,32
1133,07_2015,IL,140113,300 or more,39
1134,07_2015,IL,140114,300 or more,21
1135,07_2015,IL,140115,Between 100 and 299,16
1136,07_2015,IL,140116,300 or more,33
1137,07_2015,IL,140117,300 or more,27
1138,07_2015,IL,140118,300 or more,29
1139,07_2015,IL,140119,300 or more,26
1140,07_2015,IL,140120,300 or more,32
1141,07_2015,IL,140122,300 or more,34
1142,07_2015,IL,140124,300 or more,15
1143,07_2015,IL,140125,300 or more,30
1144,07_2015,IL,140127,300 or more,35
1145,07_2015,IL,140130,Between 100 and 299,31
1146,07_2015,IL,140133,300 or more,23
1147,07_2015,IL,140135,300 or more,33
1148,07_2015,IL,140137,Between 100 and 299,29
1149,07_2015,IL,140143,300 or more,37
1150,07_2015,IL,140145,300 or more,40
1151,07_2015,IL,140147,300 or more,33
1152,07_2015,IL,140148,300 or more,36
1153,07_2015,IL,140150,300 or more,13
1154,07_2015,IL,140155,300 or more,30
1155,07_2015,IL,140158,300 or more,24
1156,07_2015,IL,140160,300 or more,27
1157,07_2015,IL,140161,Between 100 and 299,28
