License_ID,State,Latitude
License_727,Taranaki (1),-307.5383489
License_728,Auckland (7),-307.9083291
License_729,Bay Of Plenty (2),-308.2783093
License_730,Auckland (7),-308.6482896
License_731,Bay Of Plenty (2),-309.0182698
License_732,Canterbury (4),-309.38825
License_733,Gisborne (3),-309.7582303
License_734,Manawatu Wanganui (6),-310.1282105
License_735,Marlborough (1),-310.4981907
License_736,Nelson (1),-310.868171
License_737,Northland (1),-311.2381512
License_738,Otago (3),-311.6081314
License_739,Southland (1),-311.9781117
License_740,Taranaki (1),-312.3480919
License_741,Auckland (7),-312.7180722
License_742,Bay Of Plenty (2),-313.0880524
License_743,Auckland (7),-313.4580326
License_744,Bay Of Plenty (2),-313.8280129
License_745,Canterbury (4),-314.1979931
License_746,Gisborne (3),-314.5679733
License_747,Manawatu Wanganui (6),-314.9379536
License_748,Marlborough (1),-315.3079338
License_749,Nelson (1),-315.677914
License_750,Northland (1),-316.0478943
License_751,Otago (3),-316.4178745
License_752,Southland (1),-316.7878547
License_753,Taranaki (1),-317.157835
License_754,Auckland (7),-317.5278152
License_755,Bay Of Plenty (2),-317.8977955
License_756,Auckland (7),-318.2677757
License_757,Bay Of Plenty (2),-318.6377559
License_758,Canterbury (4),-319.0077362
License_759,Gisborne (3),-319.3777164
License_760,Manawatu Wanganui (6),-319.7476966
License_761,Marlborough (1),-320.1176769
License_762,Nelson (1),-320.4876571
License_763,Northland (1),-320.8576373
License_764,Otago (3),-321.2276176
License_765,Southland (1),-321.5975978
License_766,Taranaki (1),-321.967578
License_767,Auckland (7),-322.3375583
License_768,Bay Of Plenty (2),-322.7075385
License_769,Auckland (7),-323.0775188
License_770,Bay Of Plenty (2),-323.447499
License_771,Canterbury (4),-323.8174792
License_772,Gisborne (3),-324.1874595
License_773,Manawatu Wanganui (6),-324.5574397
License_774,Marlborough (1),-324.9274199
License_775,Nelson (1),-325.2974002
License_776,Northland (1),-325.6673804
License_777,Otago (3),-326.0373606
License_778,Southland (1),-326.4073409
License_779,Taranaki (1),-326.7773211
License_780,Auckland (7),-327.1473013
License_781,Bay Of Plenty (2),-327.5172816
License_782,Auckland (7),-327.8872618
License_783,Bay Of Plenty (2),-328.2572421
License_784,Canterbury (4),-328.6272223
License_785,Gisborne (3),-328.9972025
License_786,Manawatu Wanganui (6),-329.3671828
License_787,Marlborough (1),-329.737163
License_788,Nelson (1),-330.1071432
License_789,Northland (1),-330.4771235
License_790,Otago (3),-330.8471037
License_791,Southland (1),-331.2170839
License_792,Taranaki (1),-331.5870642
License_793,Auckland (7),-331.9570444
License_794,Bay Of Plenty (2),-332.3270246
License_795,Auckland (7),-332.6970049
License_796,Bay Of Plenty (2),-333.0669851
License_797,Canterbury (4),-333.4369654
License_798,Gisborne (3),-333.8069456
License_799,Manawatu Wanganui (6),-334.1769258
License_800,Marlborough (1),-334.5469061
License_801,Nelson (1),-334.9168863
License_802,Northland (1),-335.2868665
License_803,Otago (3),-335.6568468
License_804,Southland (1),-336.026827
License_805,Taranaki (1),-336.3968072
License_806,Auckland (7),-336.7667875
License_807,Bay Of Plenty (2),-337.1367677
License_808,Auckland (7),-337.5067479
License_809,Bay Of Plenty (2),-337.8767282
License_810,Canterbury (4),-338.2467084
License_811,Gisborne (3),-338.6166887
License_812,Manawatu Wanganui (6),-338.9866689
License_813,Marlborough (1),-339.3566491
License_814,Nelson (1),-339.7266294
License_815,Northland (1),-340.0966096
License_816,Otago (3),-340.4665898
License_817,Southland (1),-340.8365701
License_818,Taranaki (1),-341.2065503
License_819,Auckland (7),-341.5765305
License_820,Bay Of Plenty (2),-341.9465108
License_821,Auckland (7),-342.316491
License_822,Bay Of Plenty (2),-342.6864712
License_823,Canterbury (4),-343.0564515
License_824,Gisborne (3),-343.4264317
License_825,Manawatu Wanganui (6),-343.796412
License_826,Marlborough (1),-344.1663922
License_827,Nelson (1),-344.5363724
License_828,Northland (1),-344.9063527
License_829,Auckland (7),-345.2763329
License_830,Bay Of Plenty (2),-345.6463131
License_831,Canterbury (4),-346.0162934
License_832,Gisborne (3),-346.3862736
License_833,Manawatu Wanganui (6),-346.7562538
License_834,Marlborough (1),-347.1262341
License_835,Nelson (1),-347.4962143
License_836,Northland (1),-347.8661945
License_837,Otago (3),-348.2361748
License_838,Southland (1),-348.606155
License_839,Taranaki (1),-348.9761353
License_840,Auckland (7),-349.3461155
License_841,Bay Of Plenty (2),-349.7160957
License_842,Auckland (7),-350.086076
License_843,Bay Of Plenty (2),-350.4560562
License_844,Canterbury (4),-350.8260364
License_845,Gisborne (3),-351.1960167
License_846,Manawatu Wanganui (6),-351.5659969
License_847,Marlborough (1),-351.9359771
License_848,Nelson (1),-352.3059574
License_849,Northland (1),-352.6759376
License_850,Otago (3),-353.0459179
License_851,Southland (1),-353.4158981
License_852,Taranaki (1),-353.7858783
License_853,Auckland (7),-354.1558586
License_854,Bay Of Plenty (2),-354.5258388
License_855,Auckland (7),-354.895819
License_856,Bay Of Plenty (2),-355.2657993
License_857,Canterbury (4),-355.6357795
License_858,Gisborne (3),-356.0057597
License_859,Manawatu Wanganui (6),-356.37574
License_860,Marlborough (1),-356.7457202
License_861,Nelson (1),-357.1157004
License_862,Northland (1),-357.4856807
License_863,Otago (3),-357.8556609
License_864,Southland (1),-358.2256412
License_865,Taranaki (1),-358.5956214
License_866,Auckland (7),-358.9656016
License_867,Bay Of Plenty (2),-359.3355819
License_868,Auckland (7),-359.7055621
License_869,Bay Of Plenty (2),-360.0755423
License_870,Canterbury (4),-360.4455226
License_871,Gisborne (3),-360.8155028
License_872,Manawatu Wanganui (6),-361.185483
License_873,Marlborough (1),-361.5554633
License_874,Nelson (1),-361.9254435
License_875,Northland (1),-362.2954237
License_876,Otago (3),-362.665404
License_877,Southland (1),-363.0353842
License_878,Taranaki (1),-363.4053645
License_879,Auckland (7),-363.7753447
License_880,Bay Of Plenty (2),-364.1453249
License_881,Auckland (7),-364.5153052
License_882,Bay Of Plenty (2),-364.8852854
License_883,Canterbury (4),-365.2552656
License_884,Gisborne (3),-365.6252459
License_885,Manawatu Wanganui (6),-365.9952261
License_886,Marlborough (1),-366.3652063
License_887,Nelson (1),-366.7351866
License_888,Northland (1),-367.1051668
License_889,Otago (3),-367.475147
License_890,Southland (1),-367.8451273
License_891,Taranaki (1),-368.2151075
License_892,Auckland (7),-368.5850878
License_893,Bay Of Plenty (2),-368.955068
License_894,Auckland (7),-369.3250482
License_895,Bay Of Plenty (2),-369.6950285
License_896,Canterbury (4),-370.0650087
License_897,Gisborne (3),-370.4349889
License_898,Manawatu Wanganui (6),-370.8049692
License_899,Marlborough (1),-371.1749494
License_900,Nelson (1),-371.5449296
License_901,Northland (1),-371.9149099
License_902,Otago (3),-372.2848901
License_903,Southland (1),-372.6548703
License_904,Taranaki (1),-373.0248506
License_905,Auckland (7),-373.3948308
License_906,Bay Of Plenty (2),-373.7648111
License_907,Auckland (7),-374.1347913
License_908,Bay Of Plenty (2),-374.5047715
License_909,Canterbury (4),-374.8747518
License_910,Gisborne (3),-375.244732
License_911,Manawatu Wanganui (6),-375.6147122
License_912,Marlborough (1),-375.9846925
License_913,Nelson (1),-376.3546727
License_914,Northland (1),-376.7246529
License_915,Otago (3),-377.0946332
License_916,Southland (1),-377.4646134
License_917,Taranaki (1),-377.8345936
License_918,Auckland (7),-378.2045739
License_919,Bay Of Plenty (2),-378.5745541
License_920,Auckland (7),-378.9445344
License_921,Bay Of Plenty (2),-379.3145146
License_922,Canterbury (4),-379.6844948
License_923,Gisborne (3),-380.0544751
License_924,Manawatu Wanganui (6),-380.4244553
License_925,Marlborough (1),-380.7944355
License_926,Nelson (1),-381.1644158
License_927,Northland (1),-381.534396
License_928,Otago (3),-381.9043762
License_929,Southland (1),-382.2743565
License_930,Taranaki (1),-382.6443367
License_931,Auckland (7),-383.0143169
License_932,Bay Of Plenty (2),-383.3842972
License_933,Auckland (7),-383.7542774
License_934,Bay Of Plenty (2),-384.1242577
License_935,Canterbury (4),-384.4942379
License_936,Gisborne (3),-384.8642181
License_937,Manawatu Wanganui (6),-385.2341984
License_938,Marlborough (1),-385.6041786
License_939,Nelson (1),-385.9741588
License_940,Northland (1),-386.3441391
License_941,Otago (3),-386.7141193
License_942,Southland (1),-387.0840995
License_943,Taranaki (1),-387.4540798
License_944,Auckland (7),-387.82406
License_945,Bay Of Plenty (2),-388.1940402
License_946,Auckland (7),-388.5640205
License_947,Bay Of Plenty (2),-388.9340007
License_948,Canterbury (4),-389.303981
License_949,Gisborne (3),-389.6739612
License_950,Manawatu Wanganui (6),-390.0439414
License_951,Marlborough (1),-390.4139217
License_952,Nelson (1),-390.7839019
License_953,Northland (1),-391.1538821
License_954,Otago (3),-391.5238624
License_955,Southland (1),-391.8938426
License_956,Taranaki (1),-392.2638228
License_957,Auckland (7),-392.6338031
License_958,Bay Of Plenty (2),-393.0037833
License_959,Auckland (7),-393.3737635
License_960,Bay Of Plenty (2),-393.7437438
License_961,Canterbury (4),-394.113724
License_962,Gisborne (3),-394.4837043
License_963,Manawatu Wanganui (6),-394.8536845
License_964,Marlborough (1),-395.2236647
License_965,Nelson (1),-395.593645
License_966,Northland (1),-395.9636252
License_967,Auckland (7),-396.3336054
License_968,Bay Of Plenty (2),-396.7035857
License_969,Canterbury (4),-397.0735659
License_970,Gisborne (3),-397.4435461
License_971,Manawatu Wanganui (6),-397.8135264
License_972,Marlborough (1),-398.1835066
License_973,Nelson (1),-398.5534868
License_974,Northland (1),-398.9234671
License_975,Otago (3),-399.2934473
License_976,Southland (1),-399.6634276
License_977,Taranaki (1),-400.0334078
License_978,Auckland (7),-400.403388
License_979,Bay Of Plenty (2),-400.7733683
License_980,Auckland (7),-401.1433485
License_981,Bay Of Plenty (2),-401.5133287
License_982,Canterbury (4),-401.883309
License_983,Gisborne (3),-402.2532892
License_984,Manawatu Wanganui (6),-402.6232694
License_985,Marlborough (1),-402.9932497
License_986,Nelson (1),-403.3632299
License_987,Northland (1),-403.7332101
License_988,Otago (3),-404.1031904
License_989,Southland (1),-404.4731706
License_990,Taranaki (1),-404.8431509
License_991,Auckland (7),-405.2131311
License_992,Bay Of Plenty (2),-405.5831113
License_993,Auckland (7),-405.9530916
License_994,Bay Of Plenty (2),-406.3230718
License_995,Canterbury (4),-406.693052
License_996,Gisborne (3),-407.0630323
License_997,Manawatu Wanganui (6),-407.4330125
License_998,Marlborough (1),-407.8029927
License_999,Nelson (1),-408.172973
License_1000,Northland (1),-408.5429532
License_1001,Otago (3),-408.9129334
License_1002,Southland (1),-409.2829137
License_1003,Taranaki (1),-409.6528939
License_1004,Auckland (7),-410.0228742
License_1005,Bay Of Plenty (2),-410.3928544
License_1006,Auckland (7),-410.7628346
License_1007,Bay Of Plenty (2),-411.1328149
License_1008,Canterbury (4),-411.5027951
License_1009,Gisborne (3),-411.8727753
License_1010,Manawatu Wanganui (6),-412.2427556
License_1011,Marlborough (1),-412.6127358
License_1012,Nelson (1),-412.982716
License_1013,Northland (1),-413.3526963
License_1014,Otago (3),-413.7226765
License_1015,Southland (1),-414.0926567
License_1016,Taranaki (1),-414.462637
License_1017,Auckland (7),-414.8326172
License_1018,Bay Of Plenty (2),-415.2025975
License_1019,Auckland (7),-415.5725777
License_1020,Bay Of Plenty (2),-415.9425579
License_1021,Canterbury (4),-416.3125382
License_1022,Gisborne (3),-416.6825184
License_1023,Manawatu Wanganui (6),-417.0524986
License_1024,Marlborough (1),-417.4224789
License_1025,Nelson (1),-417.7924591
License_1026,Northland (1),-418.1624393
License_1027,Otago (3),-418.5324196
License_1028,Southland (1),-418.9023998
License_1029,Taranaki (1),-419.27238
License_1030,Auckland (7),-419.6423603
License_1031,Bay Of Plenty (2),-420.0123405
License_1032,Auckland (7),-420.3823208
License_1033,Bay Of Plenty (2),-420.752301
License_1034,Canterbury (4),-421.1222812
License_1035,Gisborne (3),-421.4922615
License_1036,Manawatu Wanganui (6),-421.8622417
License_1037,Marlborough (1),-422.2322219
License_1038,Nelson (1),-422.6022022
License_1039,Northland (1),-422.9721824
License_1040,Otago (3),-423.3421626
License_1041,Southland (1),-423.7121429
License_1042,Taranaki (1),-424.0821231
License_1043,Auckland (7),-424.4521033
License_1044,Bay Of Plenty (2),-424.8220836
License_1045,Auckland (7),-425.1920638
License_1046,Bay Of Plenty (2),-425.5620441
License_1047,Canterbury (4),-425.9320243
License_1048,Gisborne (3),-426.3020045
License_1049,Manawatu Wanganui (6),-426.6719848
License_1050,Marlborough (1),-427.041965
License_1051,Nelson (1),-427.4119452
License_1052,Northland (1),-427.7819255
License_1053,Otago (3),-428.1519057
License_1054,Southland (1),-428.5218859
License_1055,Taranaki (1),-428.8918662
License_1056,Auckland (7),-429.2618464
License_1057,Bay Of Plenty (2),-429.6318266
License_1058,Auckland (7),-430.0018069
License_1059,Bay Of Plenty (2),-430.3717871
License_1060,Canterbury (4),-430.7417674
License_1061,Gisborne (3),-431.1117476
License_1062,Manawatu Wanganui (6),-431.4817278
License_1063,Marlborough (1),-431.8517081
License_1064,Nelson (1),-432.2216883
License_1065,Northland (1),-432.5916685
License_1066,Otago (3),-432.9616488
License_1067,Southland (1),-433.331629
License_1068,Taranaki (1),-433.7016092
License_1069,Auckland (7),-434.0715895
License_1070,Bay Of Plenty (2),-434.4415697
License_1071,Auckland (7),-434.8115499
License_1072,Bay Of Plenty (2),-435.1815302
License_1073,Canterbury (4),-435.5515104
License_1074,Gisborne (3),-435.9214907
License_1075,Manawatu Wanganui (6),-436.2914709
License_1076,Marlborough (1),-436.6614511
License_1077,Nelson (1),-437.0314314
License_1078,Northland (1),-437.4014116
License_1079,Otago (3),-437.7713918
License_1080,Southland (1),-438.1413721
License_1081,Taranaki (1),-438.5113523
License_1082,Auckland (7),-438.8813325
License_1083,Bay Of Plenty (2),-439.2513128
License_1084,Auckland (7),-439.621293
License_1085,Bay Of Plenty (2),-439.9912732
License_1086,Canterbury (4),-440.3612535
License_1087,Gisborne (3),-440.7312337
License_1088,Manawatu Wanganui (6),-441.101214
License_1089,Marlborough (1),-441.4711942
License_1090,Nelson (1),-441.8411744
License_1091,Northland (1),-442.2111547
License_1092,Otago (3),-442.5811349
License_1093,Southland (1),-442.9511151
License_1094,Taranaki (1),-443.3210954
License_1095,Auckland (7),-443.6910756
License_1096,Bay Of Plenty (2),-444.0610558
License_1097,Auckland (7),-444.4310361
License_1098,Bay Of Plenty (2),-444.8010163
License_1099,Canterbury (4),-445.1709965
License_1100,Gisborne (3),-445.5409768
License_1101,Manawatu Wanganui (6),-445.910957
License_1102,Marlborough (1),-446.2809373
License_1103,Nelson (1),-446.6509175
License_1104,Northland (1),-447.0208977
License_1105,Auckland (7),-447.390878
License_1106,Bay Of Plenty (2),-447.7608582
License_1107,Canterbury (4),-448.1308384
License_1108,Gisborne (3),-448.5008187
License_1109,Manawatu Wanganui (6),-448.8707989
License_1110,Marlborough (1),-449.2407791
License_1111,Nelson (1),-449.6107594
License_1112,Northland (1),-449.9807396
License_1113,Otago (3),-450.3507198
License_1114,Southland (1),-450.7207001
License_1115,Taranaki (1),-451.0906803
License_1116,Auckland (7),-451.4606606
License_1117,Bay Of Plenty (2),-451.8306408
License_1118,Auckland (7),-452.200621
License_1119,Bay Of Plenty (2),-452.5706013
License_1120,Canterbury (4),-452.9405815
License_1121,Gisborne (3),-453.3105617
License_1122,Manawatu Wanganui (6),-453.680542
License_1123,Marlborough (1),-454.0505222
License_1124,Nelson (1),-454.4205024
License_1125,Northland (1),-454.7904827
License_1126,Otago (3),-455.1604629
License_1127,Southland (1),-455.5304431
License_1128,Taranaki (1),-455.9004234
License_1129,Auckland (7),-456.2704036
License_1130,Bay Of Plenty (2),-456.6403839
License_1131,Auckland (7),-457.0103641
License_1132,Bay Of Plenty (2),-457.3803443
License_1133,Canterbury (4),-457.7503246
License_1134,Gisborne (3),-458.1203048
License_1135,Manawatu Wanganui (6),-458.490285
